year,night,bat,roost,sexage,minute
2021,139,103,F,old female,57
2021,139,2,F,old female,57
2021,139,47,F,old female,57
2021,139,299,F,young female,57
2021,139,2,F,old female,56
2021,139,299,F,young female,56
2021,139,103,F,old female,56
2021,139,123,F,old female,56
2021,139,30,F,old female,56
2021,139,334,A,young female,56
2021,139,30,F,old female,55
2021,139,123,F,old female,55
2021,139,299,F,young female,54
2021,139,93,A,old female,54
2021,139,126,A,old female,54
2021,139,88,F,old female,54
2021,139,303,F,young female,53
2021,139,104,A,old female,53
2021,139,227,F,young female,53
2021,139,94,A,young female,53
2021,139,227,F,young female,52
2021,139,9,F,old female,52
2021,139,336,B,young female,52
2021,139,297,F,young female,51
2021,139,58,A,old female,51
2021,139,281,F,old female,51
2021,139,299,A,young female,51
2021,139,280,A,old female,51
2021,139,327,F,young female,50
2021,139,299,A,young female,48
2021,139,319,A,young female,48
2021,139,359,A,young female,48
2021,139,24,A,old female,47
2021,139,157,A,young female,47
2021,139,104,A,old female,45
2021,139,292,A,old female,45
2021,139,359,F,young female,44
2021,139,313,A,young female,44
2021,139,336,F,young female,40
2021,139,336,F,young female,39
2021,139,183,F,young female,39
2021,139,116,A,old female,38
2021,139,327,F,young female,30
2021,140,367,F,old female,74
2021,140,46,F,young female,74
2021,140,130,A,old female,73
2021,140,282,A,old female,72
2021,140,184,A,old female,72
2021,140,30,A,old female,72
2021,140,30,A,old female,71
2021,140,205,A,old female,71
2021,140,100,A,old female,71
2021,140,367,F,old female,70
2021,140,367,F,old female,68
2021,140,367,F,old female,67
2021,140,64,F,old female,67
2021,140,92,A,old female,65
2021,140,95,A,old female,65
2021,140,95,A,old female,64
2021,140,256,A,young female,64
2021,140,99,A,old female,63
2021,140,292,A,old female,63
2021,140,94,A,young female,63
2021,140,45,A,old female,62
2021,140,37,A,old female,61
2021,140,27,A,old female,61
2021,140,319,A,young female,60
2021,140,2,A,old female,60
2021,140,218,A,young female,60
2021,140,116,A,old female,58
2021,140,291,F,old female,58
2021,140,38,A,old female,58
2021,140,291,F,old female,57
2021,140,9,F,old female,57
2021,140,183,F,young female,56
2021,140,58,A,old female,55
2021,140,50,A,old female,54
2021,140,293,F,young female,53
2021,140,378,F,young female,51
2021,140,19,A,old female,49
2021,140,18,F,old female,49
2021,140,327,F,young female,48
2021,140,18,F,old female,48
2021,140,195,A,young female,46
2021,140,201,A,young female,46
2021,140,85,A,old female,46
2021,140,93,A,old female,46
2021,140,208,A,old female,46
2021,140,104,A,old female,45
2021,140,88,F,old female,40
2021,140,280,A,old female,38
2021,141,238,F,young female,74
2021,141,175,F,young female,70
2021,141,292,A,old female,69
2021,141,291,A,old female,69
2021,141,175,F,young female,69
2021,141,94,A,young female,69
2021,141,47,F,old female,69
2021,141,30,A,old female,69
2021,141,46,A,young female,69
2021,141,18,F,old female,69
2021,141,94,A,young female,68
2021,141,291,A,old female,68
2021,141,38,A,old female,68
2021,141,93,A,old female,68
2021,141,47,F,old female,68
2021,141,249,A,young female,68
2021,141,205,A,old female,68
2021,141,256,F,young female,68
2021,141,64,A,old female,68
2021,141,102,A,old female,67
2021,141,184,A,old female,67
2021,141,367,F,old female,67
2021,141,256,F,young female,67
2021,141,249,A,young female,67
2021,141,282,F,old female,67
2021,141,282,F,old female,66
2021,141,367,F,old female,66
2021,141,18,F,old female,66
2021,141,103,F,old female,65
2021,141,218,F,young female,65
2021,141,327,F,young female,65
2021,141,74,A,old female,62
2021,141,113,A,old female,61
2021,141,74,A,old female,61
2021,141,303,F,young female,61
2021,141,27,A,old female,60
2021,141,9,F,old female,60
2021,141,303,F,young female,60
2021,141,63,A,old female,60
2021,141,116,A,old female,59
2021,141,9,F,old female,59
2021,141,63,A,old female,59
2021,141,123,A,old female,59
2021,141,280,A,old female,59
2021,141,92,A,old female,59
2021,141,157,A,young female,59
2021,141,20,A,old female,59
2021,141,19,A,old female,58
2021,141,157,A,young female,58
2021,141,261,A,young female,58
2021,141,2,F,old female,58
2021,141,183,F,young female,57
2021,141,183,F,young female,56
2021,141,217,F,young female,56
2021,141,81,F,old female,56
2021,141,81,F,old female,55
2021,141,126,A,old female,55
2021,141,297,F,young female,53
2021,141,126,F,old female,53
2021,141,58,A,old female,53
2021,141,212,F,old female,52
2021,141,318,F,young female,52
2021,141,359,F,young female,52
2021,141,227,F,young female,52
2021,141,58,A,old female,51
2021,141,130,A,old female,50
2021,141,299,A,young female,49
2021,141,208,A,old female,47
2021,141,33,F,old female,46
2021,141,307,A,old female,46
2021,141,100,A,old female,46
2021,141,88,A,old female,45
2021,141,100,A,old female,45
2021,141,307,A,old female,45
2021,141,281,F,old female,44
2021,141,365,F,young female,44
2021,141,49,F,old female,44
2021,141,365,F,young female,43
2021,141,299,F,young female,43
2021,141,70,F,old female,42
2021,141,307,A,old female,42
2021,141,336,F,young female,41
2021,141,307,A,old female,41
2021,141,70,F,old female,41
2021,141,336,F,young female,40
2021,141,299,F,young female,40
2021,141,104,A,old female,39
2021,141,100,A,old female,37
2021,142,50,A,old female,74
2021,142,359,A,young female,74
2021,142,205,A,old female,74
2021,142,374,A,old female,73
2021,142,114,A,old female,73
2021,142,27,A,old female,73
2021,142,94,A,young female,73
2021,142,27,A,old female,72
2021,142,367,A,old female,72
2021,142,64,A,old female,72
2021,142,102,A,old female,72
2021,142,20,A,old female,72
2021,142,238,F,young female,72
2021,142,229,F,young female,72
2021,142,126,F,old female,72
2021,142,20,A,old female,71
2021,142,102,A,old female,71
2021,142,126,F,old female,71
2021,142,44,A,old female,71
2021,142,256,A,young female,71
2021,142,218,A,young female,71
2021,142,282,F,old female,71
2021,142,106,A,old female,70
2021,142,282,F,old female,70
2021,142,374,F,old female,70
2021,142,37,A,old female,70
2021,142,71,A,old female,69
2021,142,103,F,old female,69
2021,142,319,A,young female,69
2021,142,103,F,old female,68
2021,142,184,A,old female,67
2021,142,42,A,old female,66
2021,142,157,A,young female,66
2021,142,236,A,old female,66
2021,142,9,F,old female,65
2021,142,123,A,old female,65
2021,142,171,A,young female,65
2021,142,93,A,old female,65
2021,142,2,A,old female,65
2021,142,38,A,old female,65
2021,142,171,A,young female,64
2021,142,201,A,young female,64
2021,142,18,F,old female,63
2021,142,2,A,old female,63
2021,142,334,A,young female,62
2021,142,92,A,old female,62
2021,142,100,A,old female,62
2021,142,113,A,old female,62
2021,142,81,F,old female,61
2021,142,19,A,old female,61
2021,142,208,A,old female,61
2021,142,88,A,old female,60
2021,142,217,F,young female,58
2021,142,58,A,old female,58
2021,142,281,F,old female,58
2021,142,249,A,young female,58
2021,142,293,F,young female,57
2021,142,183,F,young female,57
2021,142,327,F,young female,55
2021,142,280,A,old female,55
2021,142,183,F,young female,54
2021,142,280,A,old female,54
2021,142,336,F,young female,52
2021,142,336,F,young female,51
2021,142,104,A,old female,47
2021,143,106,A,old female,64
2021,143,309,A,young female,63
2021,143,186,F,old female,63
2021,143,119,A,young female,62
2021,143,249,A,young female,62
2021,143,55,A,old female,61
2021,143,94,A,young female,60
2021,143,291,A,old female,60
2021,143,282,F,old female,60
2021,143,102,A,old female,60
2021,143,64,A,old female,59
2021,143,282,F,old female,59
2021,143,367,A,old female,59
2021,143,92,A,old female,59
2021,143,246,A,young female,59
2021,143,20,A,old female,59
2021,143,282,F,old female,58
2021,143,186,A,old female,58
2021,143,261,F,young female,58
2021,143,93,A,old female,55
2021,143,292,A,old female,54
2021,143,319,F,young female,54
2021,143,9,F,old female,54
2021,143,9,F,old female,53
2021,143,238,A,young female,53
2021,143,319,F,young female,53
2021,143,116,A,old female,53
2021,143,50,A,old female,51
2021,143,130,A,old female,51
2021,143,365,A,young female,51
2021,143,33,F,old female,51
2021,143,244,A,young female,51
2021,143,335,A,young female,51
2021,143,244,A,young female,50
2021,143,19,A,old female,50
2021,143,58,A,old female,50
2021,143,312,A,young female,49
2021,143,82,A,old female,49
2021,143,19,A,old female,49
2021,143,126,A,old female,49
2021,143,184,A,old female,49
2021,143,81,A,old female,48
2021,143,303,A,young female,48
2021,143,85,A,old female,47
2021,143,45,A,old female,46
2021,143,95,A,old female,45
2021,143,208,A,old female,43
2021,143,113,A,old female,43
2021,143,113,A,old female,42
2021,143,256,A,young female,42
2021,143,218,A,young female,42
2021,143,217,A,young female,42
2021,143,293,F,young female,42
2021,143,123,A,old female,41
2021,143,143,A,old female,41
2021,143,327,F,young female,39
2021,143,88,A,old female,39
2021,143,2,A,old female,39
2021,143,327,F,young female,37
2021,143,327,F,young female,36
2021,143,74,A,old female,35
2021,143,293,F,young female,35
2021,143,217,F,young female,34
2021,143,232,F,young female,34
2021,143,232,F,young female,33
2021,143,183,F,young female,33
2021,144,282,F,old female,73
2021,144,37,A,old female,72
2021,144,157,A,young female,72
2021,144,93,A,old female,71
2021,144,157,A,young female,71
2021,144,37,A,old female,71
2021,144,218,A,young female,71
2021,144,291,A,old female,71
2021,144,218,A,young female,70
2021,144,183,A,young female,70
2021,144,254,A,young female,70
2021,144,303,A,young female,69
2021,144,183,A,young female,69
2021,144,130,A,old female,69
2021,144,254,A,young female,68
2021,144,303,A,young female,68
2021,144,183,B,young female,68
2021,144,82,A,old female,67
2021,144,88,A,old female,67
2021,144,92,A,old female,66
2021,144,184,A,old female,65
2021,144,119,A,young female,65
2021,144,119,A,young female,64
2021,144,2,A,old female,63
2021,144,38,A,old female,62
2021,144,19,A,old female,62
2021,144,30,A,old female,61
2021,144,19,A,old female,61
2021,144,321,A,young female,61
2021,144,126,A,old female,61
2021,144,85,A,old female,61
2021,144,123,A,old female,58
2021,144,334,F,young female,58
2021,144,113,A,old female,57
2021,144,292,A,old female,57
2021,144,256,A,young female,57
2021,144,334,F,young female,57
2021,144,299,A,young female,57
2021,144,116,A,old female,57
2021,144,94,A,young female,53
2021,144,208,A,old female,53
2021,145,64,A,old female,74
2021,145,282,F,old female,72
2021,145,37,A,old female,72
2021,145,126,A,old female,72
2021,145,126,A,old female,71
2021,145,20,A,old female,71
2021,145,282,F,old female,71
2021,145,282,F,old female,70
2021,145,92,A,old female,69
2021,145,50,A,old female,69
2021,145,107,A,old female,69
2021,145,2,A,old female,69
2021,145,126,F,old female,68
2021,145,232,F,young female,68
2021,145,106,F,old female,67
2021,145,103,F,old female,67
2021,145,103,F,old female,66
2021,145,38,A,old female,66
2021,145,103,F,old female,65
2021,145,82,A,old female,64
2021,145,9,A,old female,64
2021,145,291,A,old female,64
2021,145,184,A,old female,64
2021,145,280,A,old female,64
2021,145,336,A,young female,64
2021,145,100,A,old female,64
2021,145,123,A,old female,64
2021,145,102,A,old female,63
2021,145,280,A,old female,63
2021,145,249,A,young female,63
2021,145,336,A,young female,63
2021,145,183,A,young female,63
2021,145,183,A,young female,62
2021,145,9,F,old female,62
2021,145,249,A,young female,62
2021,145,157,A,young female,61
2021,145,256,A,young female,61
2021,145,291,A,old female,60
2021,145,2,F,old female,60
2021,145,334,F,young female,60
2021,145,291,F,old female,58
2021,145,291,F,old female,57
2021,145,106,F,old female,56
2021,145,291,F,old female,56
2021,145,30,F,old female,56
2021,145,88,A,old female,55
2021,145,336,F,young female,53
2021,145,183,F,young female,53
2021,145,157,A,young female,53
2021,145,24,F,old female,53
2021,145,336,F,young female,52
2021,145,49,F,old female,51
2021,145,143,A,old female,44
2021,145,217,F,young female,43
2021,145,50,F,old female,43
2021,145,17,A,young female,42
2021,145,157,H,young female,40
2021,146,64,F,old female,74
2021,146,46,A,young female,74
2021,146,45,A,old female,74
2021,146,106,A,old female,74
2021,146,19,A,old female,74
2021,146,256,A,young female,73
2021,146,20,A,old female,73
2021,146,58,A,old female,72
2021,146,20,A,old female,72
2021,146,130,A,old female,70
2021,146,119,A,young female,70
2021,146,30,A,old female,70
2021,146,334,A,young female,70
2021,146,157,A,young female,70
2021,146,13,B,old female,69
2021,146,103,B,old female,69
2021,146,47,F,old female,68
2021,146,184,A,old female,66
2021,146,291,A,old female,64
2021,146,292,A,old female,64
2021,146,299,A,young female,64
2021,146,102,A,old female,64
2021,146,218,B,young female,62
2021,146,218,B,young female,61
2021,146,64,F,old female,59
2021,146,218,A,young female,59
2021,146,15,A,young female,59
2021,146,94,A,young female,56
2021,146,100,A,old female,55
2021,146,123,A,old female,55
2021,146,216,A,old female,51
2021,146,38,A,old female,51
2021,146,282,F,old female,51
2021,146,64,F,old female,50
2021,146,282,F,old female,50
2021,146,37,A,old female,49
2021,146,126,A,old female,48
2021,146,303,A,young female,48
2021,146,14,A,old female,44
2021,146,143,A,old female,41
2021,147,45,F,old female,70
2021,147,92,A,old female,69
2021,147,45,F,old female,69
2021,147,92,A,old female,68
2021,147,118,A,old female,60
2021,147,309,A,young female,59
2021,147,17,A,young female,59
2021,147,58,A,old female,56
2021,147,249,A,young female,55
2021,147,38,F,old female,55
2021,147,38,F,old female,54
2021,147,9,F,old female,54
2021,147,9,F,old female,53
2021,147,47,B,old female,51
2021,147,107,F,old female,42
2021,147,107,F,old female,41
2021,147,38,F,old female,41
2021,147,38,F,old female,40
2021,147,82,F,old female,39
2021,147,45,B,old female,36
2021,147,45,B,old female,35
2021,147,130,F,old female,35
2021,147,45,F,old female,35
2021,147,45,F,old female,34
2021,147,123,F,old female,34
2021,148,205,A,old female,74
2021,148,94,A,young female,72
2021,148,126,A,old female,71
2021,148,47,F,old female,71
2021,148,102,A,old female,70
2021,148,116,A,old female,70
2021,148,104,A,old female,65
2021,148,307,A,old female,63
2021,148,184,A,old female,61
2021,148,208,A,old female,58
2021,148,92,A,old female,58
2021,148,218,A,young female,58
2021,148,208,A,old female,57
2021,148,218,A,young female,48
2021,149,186,F,old female,74
2021,149,126,A,old female,71
2021,149,92,A,old female,71
2021,149,102,A,old female,71
2021,149,171,F,young female,69
2021,149,171,F,young female,68
2021,149,44,B,old female,68
2021,149,205,A,old female,66
2021,149,38,A,old female,66
2021,149,256,F,young female,64
2021,149,334,F,young female,63
2021,149,334,F,young female,62
2021,149,301,A,young female,62
2021,149,19,A,old female,62
2021,149,301,A,young female,61
2021,149,334,F,young female,61
2021,149,256,F,young female,61
2021,149,256,F,young female,60
2021,149,256,F,young female,58
2021,149,256,F,young female,57
2021,149,256,F,young female,56
2021,149,123,F,old female,56
2021,149,256,F,young female,55
2021,149,116,A,old female,52
2021,149,88,F,old female,51
2021,149,82,F,old female,51
2021,149,299,A,young female,50
2021,149,46,F,young female,50
2021,149,293,F,young female,44
2021,149,183,F,young female,44
2021,149,218,F,young female,41
2021,150,46,A,young female,73
2021,150,46,A,young female,72
2021,150,92,A,old female,72
2021,150,116,A,old female,70
2021,150,217,A,young female,69
2021,150,116,A,old female,69
2021,150,19,A,old female,69
2021,150,88,A,old female,69
2021,150,82,A,old female,66
2021,150,319,E,young female,65
2021,150,319,E,young female,64
2021,150,71,F,old female,58
2021,150,37,A,old female,57
2021,150,327,E,young female,54
2021,150,195,A,young female,54
2021,150,365,A,young female,53
2021,150,104,A,old female,53
2021,150,327,E,young female,53
2021,150,327,F,young female,50
2021,150,85,A,old female,40
2021,151,64,A,old female,74
2021,151,126,A,old female,73
2021,151,256,A,young female,73
2021,151,47,A,old female,70
2021,151,92,A,old female,68
2021,151,130,A,old female,68
2021,151,205,A,old female,68
2021,151,256,A,young female,66
2021,151,27,A,old female,64
2021,151,99,A,old female,64
2021,151,42,A,old female,61
2021,151,301,A,young female,60
2021,151,301,A,young female,59
2021,151,116,A,old female,55
2021,151,112,F,old female,53
2021,151,216,A,old female,53
2021,151,114,A,old female,50
2021,151,88,A,old female,48
2021,151,299,A,young female,46
2021,152,38,A,old female,72
2021,152,312,B,young female,69
2021,152,126,A,old female,65
2021,152,301,A,young female,64
2021,152,349,B,young female,64
2021,152,74,B,old female,63
2021,152,349,B,young female,63
2021,152,9,B,old female,63
2021,152,46,B,young female,62
2021,152,9,B,old female,62
2021,152,82,B,old female,62
2021,152,307,A,old female,61
2021,152,293,B,young female,60
2021,152,157,A,young female,60
2021,152,92,A,old female,60
2021,152,256,B,young female,56
2021,152,280,A,old female,55
2021,152,256,B,young female,55
2021,152,119,B,young female,52
2021,152,88,B,old female,52
2021,152,103,B,old female,51
2021,152,205,B,old female,51
2021,152,327,B,young female,51
2021,152,244,B,young female,51
2021,152,88,B,old female,51
2021,152,44,B,old female,51
2021,152,20,A,old female,49
2021,152,19,B,old female,40
2021,152,365,B,young female,38
2021,152,365,B,young female,37
2021,152,365,B,young female,36
2021,152,184,A,old female,33
2021,152,216,A,old female,33
2021,152,349,B,young female,33
2021,153,27,B,old female,74
2021,153,27,B,old female,73
2021,153,19,B,old female,73
2021,153,46,B,young female,73
2021,153,261,B,young female,73
2021,153,27,B,old female,72
2021,153,123,B,old female,72
2021,153,349,B,young female,70
2021,153,119,B,young female,67
2021,153,38,A,old female,66
2021,153,256,B,young female,66
2021,153,103,B,old female,64
2021,153,256,B,young female,64
2021,153,74,A,old female,64
2021,153,27,B,old female,62
2021,153,319,B,young female,62
2021,153,312,B,young female,62
2021,153,312,B,young female,61
2021,153,126,B,old female,61
2021,153,92,B,old female,61
2021,153,20,B,old female,60
2021,153,280,B,old female,60
2021,153,293,B,young female,58
2021,153,205,B,old female,58
2021,153,335,B,young female,57
2021,153,229,B,young female,57
2021,153,335,B,young female,56
2021,153,130,B,old female,55
2021,153,116,B,old female,54
2021,153,44,B,old female,54
2021,153,297,B,young female,54
2021,153,104,A,old female,53
2021,153,301,A,young female,52
2021,153,183,B,young female,45
2021,153,217,A,young female,45
2021,153,217,A,young female,44
2021,153,27,A,old female,44
2021,153,184,A,old female,44
2021,154,88,B,old female,74
2021,154,227,B,young female,73
2021,154,88,B,old female,73
2021,154,312,B,young female,73
2021,154,312,B,young female,72
2021,154,38,A,old female,71
2021,154,205,B,old female,70
2021,154,299,B,young female,70
2021,154,229,B,young female,69
2021,154,55,B,old female,69
2021,154,126,B,old female,68
2021,154,92,B,old female,68
2021,154,349,B,young female,68
2021,154,92,B,old female,67
2021,154,19,B,old female,67
2021,154,319,B,young female,67
2021,154,301,B,young female,65
2021,154,116,B,old female,64
2021,154,104,A,old female,64
2021,154,82,B,old female,64
2021,154,216,B,old female,59
2021,154,13,B,old female,59
2021,154,216,B,old female,58
2021,154,13,B,old female,58
2021,154,334,B,young female,58
2021,154,327,B,young female,58
2021,154,244,B,young female,57
2021,154,334,B,young female,57
2021,154,327,B,young female,56
2021,154,143,B,old female,54
2021,154,183,B,young female,53
2021,154,216,B,old female,51
2021,154,119,B,young female,48
2021,154,119,B,young female,47
2021,154,119,B,young female,46
2021,154,336,B,young female,46
2021,154,216,B,old female,45
2021,154,208,B,old female,43
2021,154,195,B,young female,37
2021,154,195,B,young female,36
2021,154,216,A,old female,34
2021,155,293,B,young female,74
2021,155,319,B,young female,74
2021,155,293,B,young female,73
2021,155,319,B,young female,73
2021,155,319,B,young female,72
2021,155,291,B,old female,68
2021,155,144,A,old female,68
2021,155,94,A,young female,67
2021,155,291,B,old female,67
2021,155,130,A,old female,67
2021,155,217,A,young female,67
2021,155,88,B,old female,67
2021,155,116,B,old female,66
2021,155,291,B,old female,66
2021,155,13,B,old female,63
2021,155,334,B,young female,63
2021,155,216,A,old female,62
2021,155,157,A,young female,58
2021,155,327,B,young female,57
2021,155,20,B,old female,57
2021,155,20,B,old female,56
2021,155,183,B,young female,55
2021,155,367,B,old female,55
2021,155,335,B,young female,53
2021,155,349,B,young female,49
2021,155,349,B,young female,47
2021,155,100,B,old female,42
2021,155,143,B,old female,40
2021,155,292,A,old female,31
2021,156,44,H,old female,70
2021,156,63,H,old female,69
2021,156,184,H,old female,68
2021,156,184,H,old female,67
2021,156,20,H,old female,67
2021,156,74,H,old female,67
2021,156,299,A,young female,66
2021,156,123,A,old female,65
2021,156,130,H,old female,64
2021,156,312,H,young female,63
2021,156,157,H,young female,63
2021,156,312,H,young female,62
2021,156,19,A,old female,61
2021,156,157,H,young female,61
2021,156,229,H,young female,59
2021,156,103,H,old female,59
2021,156,319,A,young female,57
2021,156,205,H,old female,57
2021,156,92,H,old female,57
2021,156,261,H,young female,54
2021,156,208,H,old female,51
2021,156,116,H,old female,51
2021,156,280,H,old female,51
2021,156,280,H,old female,49
2021,156,38,A,old female,47
2021,156,333,H,young female,47
2021,156,334,H,young female,46
2021,156,143,A,old female,36
2021,156,349,B,young female,35
2021,156,126,A,old female,34
2021,156,292,A,old female,34
2021,156,349,B,young female,33
2021,156,336,B,young female,31
2021,156,336,B,young female,30
2021,156,195,A,young female,30
2021,156,349,B,young female,30
2021,157,20,H,old female,74
2021,157,130,H,old female,73
2021,157,46,H,young female,73
2021,157,319,H,young female,70
2021,157,256,H,young female,69
2021,157,319,H,young female,69
2021,157,312,H,young female,69
2021,157,94,H,young female,68
2021,157,280,A,old female,68
2021,157,299,A,young female,68
2021,157,309,H,young female,67
2021,157,13,H,old female,67
2021,157,309,H,young female,66
2021,157,19,A,old female,66
2021,157,27,A,old female,66
2021,157,19,A,old female,65
2021,157,27,A,old female,65
2021,157,309,H,young female,65
2021,157,301,H,young female,65
2021,157,92,A,old female,65
2021,157,312,H,young female,63
2021,157,116,H,old female,61
2021,157,88,H,old female,61
2021,157,312,B,young female,61
2021,157,38,H,old female,61
2021,157,208,H,old female,60
2021,157,183,H,young female,60
2021,157,307,A,old female,59
2021,157,38,A,old female,58
2021,157,183,H,young female,58
2021,157,82,A,old female,55
2021,157,349,A,young female,51
2021,157,349,A,young female,50
2021,157,143,H,old female,43
2021,158,319,H,young female,74
2021,158,299,H,young female,74
2021,158,19,H,old female,73
2021,158,299,H,young female,73
2021,158,130,H,old female,73
2021,158,15,H,young female,72
2021,158,130,H,old female,71
2021,158,55,H,old female,71
2021,158,301,H,young female,69
2021,158,205,H,old female,69
2021,158,19,H,old female,68
2021,158,205,H,old female,67
2021,158,119,H,young female,67
2021,158,19,A,old female,64
2021,158,92,A,old female,64
2021,158,27,A,old female,63
2021,158,307,A,old female,62
2021,158,104,B,old female,62
2021,158,104,B,old female,61
2021,158,104,B,old female,60
2021,158,88,H,old female,60
2021,158,123,H,old female,60
2021,158,104,B,old female,59
2021,158,312,B,young female,58
2021,158,312,B,young female,57
2021,158,103,B,old female,57
2021,158,94,H,young female,57
2021,158,116,B,old female,54
2021,158,70,B,old female,49
2021,158,349,B,young female,49
2021,158,183,B,young female,49
2021,158,58,H,old female,48
2021,158,208,H,old female,48
2021,158,183,B,young female,48
2021,158,58,H,old female,47
2021,158,143,H,old female,47
2021,158,58,H,old female,46
2021,158,336,B,young female,45
2021,158,336,B,young female,44
2021,158,336,B,young female,43
2021,158,58,H,old female,43
2021,158,292,A,old female,40
2021,159,20,A,old female,70
2021,159,38,A,old female,69
2021,159,334,A,young female,69
2021,159,319,A,young female,69
2021,159,130,A,old female,68
2021,159,319,A,young female,68
2021,159,103,B,old female,62
2021,159,183,B,young female,61
2021,159,116,B,old female,61
2021,159,157,A,young female,60
2021,159,327,B,young female,59
2021,159,47,B,old female,59
2021,159,99,A,old female,58
2021,159,327,B,young female,58
2021,159,88,B,old female,55
2021,159,82,A,old female,53
2021,159,336,B,young female,47
2021,159,336,B,young female,46
2021,159,280,H,old female,45
2021,159,208,H,old female,44
2021,159,104,B,old female,43
2021,159,143,A,old female,42
2021,160,94,A,young female,72
2021,160,55,A,old female,70
2021,160,116,H,old female,69
2021,160,116,H,old female,68
2021,160,116,H,old female,66
2021,160,116,H,old female,65
2021,160,92,A,old female,64
2021,160,281,A,old female,64
2021,160,143,A,old female,63
2021,160,281,A,old female,62
2021,160,319,A,young female,62
2021,160,95,A,old female,59
2021,160,104,B,old female,54
2021,160,116,H,old female,54
2021,160,116,B,old female,51
2021,160,195,A,young female,45
2021,161,82,A,old female,66
2021,161,301,A,young female,66
2021,161,103,B,old female,62
2021,161,327,B,young female,60
2021,161,143,A,old female,60
2021,161,104,B,old female,52
2021,161,292,A,old female,47
2021,162,94,A,young female,74
2021,162,19,A,old female,74
2021,162,88,H,old female,70
2021,162,9,A,old female,69
2021,162,157,A,young female,69
2021,162,217,A,young female,69
2021,162,38,A,old female,67
2021,162,249,A,young female,66
2021,162,13,A,old female,66
2021,162,319,A,young female,66
2021,162,319,A,young female,65
2021,162,95,A,old female,64
2021,162,119,H,young female,61
2021,162,47,B,old female,60
2021,162,82,A,old female,60
2021,162,116,A,old female,59
2021,162,349,H,young female,55
2021,162,335,A,young female,55
2021,162,349,H,young female,54
2021,162,208,H,old female,54
2021,162,195,A,young female,53
2021,162,143,A,old female,52
2021,162,58,A,old female,52
2021,162,295,A,old female,47
2021,162,292,A,old female,44
2021,163,299,H,young female,70
2021,163,319,A,young female,70
2021,163,92,A,old female,67
2021,163,281,A,old female,67
2021,163,295,A,old female,67
2021,163,157,A,young female,67
2021,163,299,H,young female,66
2021,163,116,B,old female,63
2021,163,95,A,old female,63
2021,163,116,B,old female,62
2021,163,334,A,young female,62
2021,163,195,A,young female,62
2021,163,126,A,old female,61
2021,163,334,A,young female,61
2021,163,82,A,old female,60
2021,163,38,H,old female,60
2021,163,130,H,old female,60
2021,163,130,H,old female,59
2021,163,103,B,old female,59
2021,163,130,H,old female,58
2021,163,103,B,old female,58
2021,163,256,H,young female,58
2021,163,256,H,young female,57
2021,163,336,H,young female,57
2021,163,103,B,old female,57
2021,163,88,H,old female,55
2021,163,88,H,old female,54
2021,163,88,H,old female,53
2021,163,116,A,old female,37
2021,164,319,H,young female,74
2021,164,281,A,old female,71
2021,164,309,H,young female,70
2021,164,63,H,old female,70
2021,164,38,A,old female,69
2021,164,299,H,young female,68
2021,164,309,A,young female,68
2021,164,92,A,old female,67
2021,164,27,H,old female,63
2021,164,336,H,young female,63
2021,164,58,H,old female,62
2021,164,82,A,old female,59
2021,164,292,A,old female,59
2021,164,295,A,old female,58
2021,164,335,H,young female,57
2021,164,95,A,old female,57
2021,164,335,H,young female,56
2021,164,143,H,old female,45
2021,164,334,H,young female,41
2021,164,15,H,young female,41
2021,164,15,H,young female,40
2021,165,88,A,old female,68
2021,165,280,A,old female,66
2021,165,309,A,young female,65
2021,165,208,H,old female,59
2021,165,254,A,young female,59
2021,165,349,H,young female,59
2021,165,349,H,young female,58
2021,165,281,A,old female,58
2021,165,254,A,young female,58
2021,165,82,A,old female,58
2021,165,104,A,old female,58
2021,165,349,H,young female,57
2021,165,335,H,young female,54
2021,165,292,A,old female,51
2021,165,327,H,young female,51
2021,165,336,B,young female,50
2021,165,335,H,young female,47
2021,165,319,H,young female,47
2021,165,119,H,young female,43
2021,165,94,H,young female,40
2021,166,20,B,old female,74
2021,166,319,B,young female,74
2021,166,307,A,old female,74
2021,166,256,B,young female,73
2021,166,27,A,old female,68
2021,166,280,A,old female,67
2021,166,309,A,young female,67
2021,166,116,B,old female,67
2021,166,281,A,old female,67
2021,166,33,B,old female,67
2021,166,327,B,young female,66
2021,166,205,A,old female,66
2021,166,327,B,young female,65
2021,166,208,B,old female,59
2021,166,349,B,young female,58
2021,166,319,B,young female,57
2021,166,336,B,young female,56
2021,166,319,A,young female,52
2021,166,201,A,young female,52
2021,166,201,A,young female,51
2021,166,335,B,young female,49
2021,166,335,A,young female,46
2021,166,95,A,old female,45
2021,166,319,B,young female,44
2021,167,119,B,young female,74
2021,167,327,B,young female,73
2021,167,319,B,young female,73
2021,167,312,B,young female,73
2021,167,291,A,old female,72
2021,167,312,B,young female,72
2021,167,319,B,young female,71
2021,167,319,B,young female,70
2021,167,291,B,old female,70
2021,167,301,B,young female,70
2021,167,291,B,old female,69
2021,167,319,B,young female,69
2021,167,301,B,young female,69
2021,167,336,B,young female,67
2021,167,281,A,old female,67
2021,167,95,A,old female,63
2021,167,256,B,young female,59
2021,167,116,B,old female,56
2021,167,208,B,old female,55
2021,167,104,A,old female,52
2021,167,88,B,old female,49
2021,167,349,B,young female,48
2021,167,309,A,young female,48
